Airport1,Airport2
"united arab emirates,dubai","georgia,tbilisi"
"united arab emirates,dubai","iran,tabriz"
"united arab emirates,dubai","libya,tripoli"
"united arab emirates,dubai","taiwan,taipei"
"united arab emirates,dubai","tunisia,tunis"
"united arab emirates,dubai","saudi arabia,tabuk"
"united arab emirates,dubai","italy,venice"
"united arab emirates,dubai","austria,vienna"
"united arab emirates,dubai","russia,volgograd"
"united arab emirates,dubai","poland,warsaw"
"united arab emirates,dubai","canada,toronto"
"united arab emirates,dubai","iran,zahedan"
"united arab emirates,dubai","switzerland,zurich"
"tajikistan,dushanbe","germany,frankfurt"
"tajikistan,dushanbe","kyrgyzstan,bishkek"
"tajikistan,dushanbe","russia,nizhniy novgorod"
"tajikistan,dushanbe","iran,tehran"
"tajikistan,dushanbe","russia,irkutsk"
"tajikistan,dushanbe","turkey,istanbul"
"tajikistan,dushanbe","russia,krasnoyarsk"
"tajikistan,dushanbe","russia,krasnodar"
"tajikistan,dushanbe","russia,samara"
"tajikistan,dushanbe","iran,mashhad"
"tajikistan,dushanbe","russia,nizhnekamsk"
"tajikistan,dushanbe","russia,omsk"
"tajikistan,dushanbe","russia,novosibirsk"
"tajikistan,dushanbe","russia,orenburg"
"tajikistan,dushanbe","russia,rostov"
"tajikistan,dushanbe","russia,surgut"
"tajikistan,dushanbe","united arab emirates,sharjah"
"tajikistan,dushanbe","russia,yekaterinburg"
"tajikistan,dushanbe","russia,ufa"
"tajikistan,dushanbe","china,urumqi"
"tajikistan,dushanbe","russia,volgograd"
"united states,wenatchee","united states,seattle"
"united states,eau claire","united states,chicago"
"uganda,entebbe","netherlands,amsterdam"
"uganda,entebbe","eritrea,asmara"
"uganda,entebbe","belgium,brussels"
"uganda,entebbe","turkey,istanbul"
"uganda,entebbe","south africa,johannesburg"
"uganda,entebbe","south sudan,juba"
"uganda,entebbe","rwanda,kigali"
"uganda,entebbe","united kingdom,london"
"uganda,entebbe","somalia,mogadishu"
"uganda,entebbe","kenya,nairobi"
"uganda,entebbe","uganda,arua"
"iraq,erbil","turkey,ankara"
"iraq,erbil","germany,frankfurt"
"iraq,erbil","iran,tehran"
"iraq,erbil","turkey,istanbul"
"iraq,erbil","germany,munich"
"iraq,erbil","united arab emirates,sharjah"
"iraq,erbil","georgia,tbilisi"
"iraq,erbil","austria,vienna"
"cyprus,nicosia","turkey,ankara"
"cyprus,nicosia","turkey,gaziantep"
"cyprus,nicosia","turkey,hatay"
"cyprus,nicosia","turkey,istanbul"
"united states,panama city","united states,houston"
"united states,panama city","united states,st. louis"
"united kingdom,edinburgh","united states,newark"
"united kingdom,edinburgh","united kingdom,exeter"
"united kingdom,edinburgh","portugal,faro"
"united kingdom,edinburgh","germany,frankfurt"
"united kingdom,edinburgh","poland,gdansk"
"united kingdom,edinburgh","switzerland,geneva"
"united kingdom,edinburgh","germany,hamburg"
"united kingdom,edinburgh","turkey,istanbul"
"united kingdom,edinburgh","iceland,keflavik"
"united kingdom,edinburgh","united kingdom,kirkwall"
"united kingdom,edinburgh","poland,krakow"
"united kingdom,edinburgh","lithuania,kaunas"
"united kingdom,edinburgh","united kingdom,london"
"united kingdom,edinburgh","portugal,lisbon"
"united kingdom,edinburgh","france,lyon"
"united kingdom,edinburgh","spain,madrid"
"united kingdom,edinburgh","united kingdom,manchester"
"united kingdom,edinburgh","spain,murcia"
"united kingdom,edinburgh","france,marseille"
"united kingdom,edinburgh","germany,munich"
"united kingdom,edinburgh","italy,naples"
"united kingdom,edinburgh","france,nice"
"united kingdom,edinburgh","united kingdom,norwich"
"united kingdom,edinburgh","ireland,cork"
"united kingdom,edinburgh","norway,oslo"
"united kingdom,edinburgh","cyprus,paphos"
"united kingdom,edinburgh","poland,poznan"
"united kingdom,edinburgh","italy,pisa"
"united kingdom,edinburgh","spain,santander"
"united kingdom,edinburgh","ireland,shannon"
"united kingdom,edinburgh","united kingdom,southampton"
"united kingdom,edinburgh","norway,stavanger"
"united kingdom,edinburgh","germany,berlin"
"united kingdom,edinburgh","italy,venice"
"united kingdom,edinburgh","united kingdom,wick"
"kenya,eldoret","kenya,lodwar"
"kenya,eldoret","kenya,nairobi"
"russia,belgorod","kyrgyzstan,bishkek"
"russia,belgorod","russia,nizhniy novgorod"
"russia,belgorod","russia,kaliningrad"
"russia,belgorod","russia,krasnodar"
"russia,belgorod","russia,samara"
"russia,belgorod","russia,rostov"
"netherlands,eindhoven","portugal,faro"
"netherlands,eindhoven","morocco,fes"
"netherlands,eindhoven","poland,gdansk"
"netherlands,eindhoven","netherlands,groningen"
"netherlands,eindhoven","austria,innsbruck"
"netherlands,eindhoven","poland,krakow"
"netherlands,eindhoven","poland,katowice"
"netherlands,eindhoven","portugal,lisbon"
"netherlands,eindhoven","spain,madrid"
"netherlands,eindhoven","spain,murcia"
"netherlands,eindhoven","france,marseille"
"netherlands,eindhoven","italy,naples"
"netherlands,eindhoven","france,nice"
"netherlands,eindhoven","portugal,porto"
"netherlands,eindhoven","romania,bucharest"
"netherlands,eindhoven","italy,pisa"
"netherlands,eindhoven","morocco,marrakech"
"netherlands,eindhoven","latvia,riga"
"netherlands,eindhoven","netherlands,rotterdam"
"netherlands,eindhoven","turkey,istanbul"
"netherlands,eindhoven","macedonia,skopje"
"netherlands,eindhoven","bulgaria,sofia"
"netherlands,eindhoven","united kingdom,london"
"netherlands,eindhoven","spain,sevilla"
"netherlands,eindhoven","italy,treviso"
"netherlands,eindhoven","germany,berlin"
"netherlands,eindhoven","italy,venice"
"netherlands,eindhoven","spain,valencia"
"netherlands,eindhoven","lithuania,vilnius"
"netherlands,eindhoven","poland,warsaw"
"united states,elko","united states,salt lake city"
"united states,el dorado","united states,hot springs"
"sudan,el fasher","sudan,khartoum"
"algeria,el golea","algeria,ouargla"
"algeria,el golea","algeria,tamanrasset"
"united states,elmira","united states,chicago"
"united states,elmira","united states,philadelphia"
"united states,elmira","united states,st. petersburg"
"united states,elmira","united states,sanford"
"united states,el paso","united states,houston"
"united states,el paso","united states,las vegas"
"united states,el paso","united states,los angeles"
"united states,el paso","united states,chicago"
"united states,el paso","united states,philadelphia"
"united states,el paso","united states,phoenix"
"united states,el paso","united states,san antonio"
"south africa,east london","south africa,johannesburg"
"south africa,east london","south africa,port elizabeth"
"indonesia,ende","indonesia,kupang"
"nigeria,enugu","nigeria,lagos"
"colombia,medellin","colombia,ibague"
"colombia,medellin","colombia,monteria"
"colombia,medellin","colombia,pereira"
"colombia,medellin","colombia,quibdo"
"australia,esperance","australia,perth"
"australia,esperance","australia,ravensthorpe"
"argentina,esquel","argentina,comodoro rivadavia"
"turkey,erzincan","turkey,ankara"
"turkey,erzincan","turkey,istanbul"
"germany,erfurt","united kingdom,london"
"united states,erie","united states,philadelphia"
"brazil,erechim","brazil,joacaba"
"brazil,erechim","brazil,passo fundo"
"brazil,eirunepe","brazil,tefe"
"namibia,windhoek","namibia,rundu"
"turkey,erzurum","turkey,ankara"
"turkey,erzurum","turkey,istanbul"
"turkey,ankara","turkey,elazig"
"turkey,ankara","germany,frankfurt"
"turkey,ankara","turkey,sanliurfa"
"turkey,ankara","azerbaijan,baku"
"turkey,ankara","turkey,gaziantep"
"turkey,ankara","turkey,hatay"
"turkey,ankara","iran,tehran"
"turkey,ankara","turkey,istanbul"
"turkey,ankara","turkey,kahramanmaras"
"turkey,ankara","turkey,kars"
"turkey,ankara","turkey,malatya"
"turkey,ankara","turkey,mardin"
"turkey,ankara","turkey,mus"
"turkey,ankara","germany,munich"
"turkey,ankara","germany,stuttgart"
"turkey,ankara","turkey,trabzon"
"turkey,ankara","turkey,van"
"turkey,ankara","austria,vienna"
"turkey,ankara","russia,moscow"
"ecuador,esmeraldas","ecuador,guayaquil"
"ecuador,esmeraldas","ecuador,quito"
"france,metz","france,lyon"
"france,metz","france,marseille"
"france,metz","france,nice"
"france,metz","france,toulouse"
"united states,eugene","united states,las vegas"
"united states,eugene","united states,los angeles"
"united states,eugene","united states,oakland"
"united states,eugene","united states,portland"
"united states,eugene","united states,seattle"
"united states,eugene","united states,san francisco"
"united states,eugene","united states,salt lake city"
"armenia,yerevan","italy,rome"
"armenia,yerevan","russia,nizhniy novgorod"
"armenia,yerevan","iran,tehran"
"armenia,yerevan","russia,krasnoyarsk"
"armenia,yerevan","russia,krasnodar"
"armenia,yerevan","russia,samara"
"armenia,yerevan","russia,omsk"
"armenia,yerevan","russia,novosibirsk"
"armenia,yerevan","russia,rostov"
"armenia,yerevan","russia,saratov"
"armenia,yerevan","united arab emirates,sharjah"
"armenia,yerevan","russia,yekaterinburg"
"armenia,yerevan","austria,vienna"
"armenia,yerevan","russia,volgograd"
"armenia,yerevan","russia,voronezh"
"armenia,yerevan","poland,warsaw"
"united states,evansville","united states,chicago"
"united states,new bedford","united states,white plains"
"united states,newark","italy,rome"
"united states,newark","united states,fort lauderdale"
"united states,newark","germany,frankfurt"
"united states,newark","united kingdom,glasgow"
"united states,newark","united states,grand rapids"
"united states,newark","brazil,sao paulo"
"united states,newark","united states,greensboro"
"united states,newark","united states,greenville"
"united states,newark","guatemala,guatemala city"
"united states,newark","switzerland,geneva"
"united states,newark","germany,hamburg"
"united states,newark","hong kong,hong kong"
"united states,newark","united states,honolulu"
"united states,newark","united states,houston"
"united states,newark","united states,indianapolis"
"united states,newark","united states,ithaca"
"united states,newark","united states,jacksonville"
"united states,newark","iceland,keflavik"
"united states,newark","united states,las vegas"
"united states,newark","united states,los angeles"
"united states,newark","united kingdom,london"
"united states,newark","peru,lima"
"united states,newark","costa rica,liberia"
"united states,newark","portugal,lisbon"
"united states,newark","spain,madrid"
"united states,newark","united kingdom,manchester"
"united states,newark","jamaica,montego bay"
"united states,newark","united states,kansas city"
"united states,newark","united states,orlando"
"united states,newark","united states,chicago"
"united states,newark","united states,memphis"
"united states,newark","mexico,mexico city"
"united states,newark","united states,miami"
"united states,newark","united states,milwaukee"
"united states,newark","united states,madison"
"united states,newark","united states,minneapolis"
"united states,newark","united states,new orleans"
"united states,newark","germany,munich"
"united states,newark","united states,myrtle beach"
"united states,newark","japan,tokyo"
"united states,newark","united states,oklahoma city"
"united states,newark","united states,omaha"
"united states,newark","portugal,porto"
"united states,newark","united states,norfolk"
"united states,newark","norway,oslo"
"united states,newark","united states,west palm beach"
"united states,newark","united states,portland"
"united states,newark","china,beijing"
"united states,newark","united states,philadelphia"
"united states,newark","united states,phoenix"
"united states,newark","united states,pittsburgh"
"united states,newark","dominican republic,puerto plata"
"united states,newark","panama,panama city"
"united states,newark","united states,providence"
"united states,newark","china,shanghai"
"united states,newark","mexico,puerto vallarta"
"united states,newark","united states,richmond"
"united states,newark","united states,rochester"
"united states,newark","united states,fort myers"
"united states,newark","el salvador,san salvador"
"united states,newark","united states,san diego"
"united states,newark","honduras,san pedro sula"
"united states,newark","united states,san antonio"
"united states,newark","united states,savannah"
"united states,newark","united states,louisville"
"united states,newark","dominican republic,santo domingo"
"united states,newark","united states,seattle"
"united states,newark","united states,san francisco"
"united states,newark","costa rica,san jose"
"united states,newark","puerto rico,san juan"
"united states,newark","united states,salt lake city"
"united states,newark","united states,santa ana"
"united states,newark","ireland,shannon"
"united states,newark","dominican republic,santiago"
"united states,newark","united states,st. louis"
"united states,newark","germany,stuttgart"
"united states,newark","united states,syracuse"
"united states,newark","united states,tampa"
"united states,newark","united states,tulsa"
"united states,newark","germany,berlin"
"united states,newark","united states,knoxville"
"united states,newark","united states,bentonville"
"united states,newark","canada,edmonton"
"united states,newark","canada,halifax"
"united states,newark","canada,ottawa"
"united states,newark","canada,quebec"
"united states,newark","canada,moncton"
"united states,newark","canada,toronto"
"united states,newark","canada,montreal"
"united states,newark","canada,vancouver"
"united states,newark","canada,calgary"
"united states,newark","switzerland,zurich"
"united kingdom,exeter","portugal,faro"
"united kingdom,exeter","united kingdom,glasgow"
"united kingdom,exeter","united kingdom,manchester"
"united kingdom,exeter","france,rennes"
"united states,key west","united states,fort lauderdale"
"united states,key west","united states,new york"
"united states,key west","united states,orlando"
"united states,key west","united states,miami"
"united states,key west","united states,new orleans"
"united states,key west","united states,fort myers"
"united states,key west","united states,tampa"
"argentina,buenos aires","italy,rome"
"argentina,buenos aires","brazil,fortaleza"
"argentina,buenos aires","germany,frankfurt"
"argentina,buenos aires","ecuador,guayaquil"
"argentina,buenos aires","united states,houston"
"argentina,buenos aires","united states,new york"
"argentina,buenos aires","united kingdom,london"
"argentina,buenos aires","peru,lima"
"argentina,buenos aires","spain,madrid"
"argentina,buenos aires","mexico,mexico city"
"argentina,buenos aires","united states,miami"
"argentina,buenos aires","panama,panama city"
"argentina,buenos aires","bolivia,santa cruz"
"turkey,elazig","turkey,istanbul"
"united states,fairbanks","united states,central"
"united states,fairbanks","united states,seattle"
"portugal,faro","spain,malaga"
"portugal,faro","germany,frankfurt"
"portugal,faro","united kingdom,glasgow"
"portugal,faro","netherlands,groningen"
"portugal,faro","switzerland,geneva"
"portugal,faro","germany,hannover"
"portugal,faro","germany,hamburg"
"portugal,faro","united kingdom,leeds"
"portugal,faro","united kingdom,london"
"portugal,faro","portugal,lisbon"
"portugal,faro","united kingdom,liverpool"
"portugal,faro","united kingdom,manchester"
"portugal,faro","netherlands,maastricht"
"portugal,faro","germany,munich"
"portugal,faro","portugal,porto"
"portugal,faro","ireland,cork"
"portugal,faro","norway,oslo"
"portugal,faro","netherlands,rotterdam"
"portugal,faro","ireland,shannon"
"portugal,faro","united kingdom,southampton"
"portugal,faro","germany,stuttgart"
"portugal,faro","germany,berlin"
"united states,fargo","united states,las vegas"
"united states,fargo","united states,minneapolis"
"united states,fargo","united states,chicago"
"united states,fargo","united states,st. petersburg"
"united states,fargo","united states,sanford"
"united states,fargo","united states,salt lake city"
"united states,fresno","mexico,guadalajara"
"united states,fresno","united states,las vegas"
"united states,fresno","united states,los angeles"
"united states,fresno","united states,portland"
"united states,fresno","united states,phoenix"
"united states,fresno","united states,san diego"
"united states,fresno","united states,seattle"
"united states,fresno","united states,san francisco"
"united states,fresno","united states,salt lake city"
"united states,kalispell","united states,las vegas"
"united states,kalispell","united states,minneapolis"
"united states,kalispell","united states,seattle"
"united states,kalispell","united states,salt lake city"
"italy,rome","italy,florence"
"italy,rome","germany,frankfurt"
"italy,rome","poland,gdansk"
"italy,rome","brazil,rio de janeiro"
"italy,rome","united kingdom,glasgow"
"italy,rome","italy,genoa"
"italy,rome","brazil,sao paulo"
"italy,rome","switzerland,geneva"
"italy,rome","azerbaijan,baku"
"italy,rome","germany,hannover"
"italy,rome","germany,hamburg"
"italy,rome","cuba,havana"
"italy,rome","finland,helsinki"
"italy,rome","hong kong,hong kong"
"italy,rome","united states,washington"
"italy,rome","romania,iasi"
"italy,rome","iran,tehran"
"italy,rome","turkey,istanbul"
"italy,rome","saudi arabia,jeddah"
"italy,rome","united states,new york"
"italy,rome","japan,osaka"
"italy,rome","united states,los angeles"
"italy,rome","united kingdom,leeds"
"italy,rome","italy,milan"
"italy,rome","portugal,lisbon"
"italy,rome","nigeria,lagos"
"italy,rome","dominican republic,la romana"
"italy,rome","poland,lublin"
"italy,rome","france,lyon"
"italy,rome","united states,miami"
"italy,rome","france,montpellier"
"italy,rome","germany,munich"
"italy,rome","italy,naples"
"italy,rome","france,nice"
"italy,rome","japan,tokyo"
"italy,rome","france,nantes"
"italy,rome","italy,olbia"
"italy,rome","united states,chicago"
"italy,rome","algeria,oran"
"italy,rome","norway,oslo"
"italy,rome","china,beijing"
"italy,rome","united states,philadelphia"
"italy,rome","italy,palermo"
"italy,rome","italy,pisa"
"italy,rome","china,shanghai"
"italy,rome","latvia,riga"
"italy,rome","netherlands,rotterdam"
"italy,rome","saudi arabia,riyadh"
"italy,rome","poland,rzeszow"
"italy,rome","singapore,singapore"
"italy,rome","macedonia,skopje"
"italy,rome","bulgaria,sofia"
"italy,rome","croatia,split"
"italy,rome","germany,stuttgart"
"italy,rome","russia,yekaterinburg"
"italy,rome","france,strasbourg"
"italy,rome","germany,berlin"
"italy,rome","uzbekistan,tashkent"
"italy,rome","georgia,tbilisi"
"italy,rome","montenegro,podgorica"
"italy,rome","albania,tirana"
"italy,rome","libya,tripoli"
"italy,rome","france,toulouse"
"italy,rome","tunisia,tunis"
"italy,rome","italy,venice"
"italy,rome","austria,vienna"
"italy,rome","canada,montreal"
"italy,rome","canada,toronto"
"italy,rome","switzerland,zurich"
"martinique,fort-de-france","cuba,havana"
"martinique,fort-de-france","united states,miami"
"martinique,fort-de-france","guadeloupe,pointe-a-pitre"
"martinique,fort-de-france","dominican republic,santo domingo"
"martinique,fort-de-france","puerto rico,san juan"
"martinique,fort-de-france","saint lucia,castries"
"martinique,fort-de-france","canada,montreal"
"morocco,fes","france,nimes"
"morocco,fes","france,montpellier"
"morocco,fes","france,marseille"
"morocco,fes","france,nantes"
"morocco,fes","france,paris"
"morocco,fes","italy,pisa"
"morocco,fes","united kingdom,london"
"congo (kinshasa),kinshasa","congo (kinshasa),boende"
"congo (kinshasa),kinshasa","congo (kinshasa),kisangani"
"congo (kinshasa),kinshasa","turkey,istanbul"
"congo (kinshasa),kinshasa","south africa,johannesburg"
"congo (kinshasa),kinshasa","congo (kinshasa),kananga"
"congo (kinshasa),kinshasa","congo (kinshasa),kindu"
"congo (kinshasa),kinshasa","gabon,libreville"
"congo (kinshasa),kinshasa","congo (kinshasa),mbandaka"
"congo (kinshasa),kinshasa","congo (kinshasa),mbuji-mayi"
"congo (kinshasa),kinshasa","kenya,nairobi"
"congo (kinshasa),kinshasa","congo (kinshasa),tshikapa"
"congo (kinshasa),kisangani","congo (kinshasa),goma"
"japan,fukushima","japan,osaka"
"united states,flagstaff","united states,phoenix"
"united states,fort lauderdale","united states,greenville"
"united states,fort lauderdale","guatemala,guatemala city"
"united states,fort lauderdale","united states,houston"
"united states,fort lauderdale","united states,white plains"
"united states,fort lauderdale","united states,niagara falls"
"united states,fort lauderdale","united states,indianapolis"
"united states,fort lauderdale","united states,islip"
"united states,fort lauderdale","united states,jacksonville"
"united states,fort lauderdale","united states,new york"
"united states,fort lauderdale","jamaica,kingston"
"united states,fort lauderdale","united states,las vegas"
"united states,fort lauderdale","united states,los angeles"
"united states,fort lauderdale","united states,latrobe"
"united states,fort lauderdale","peru,lima"
"united states,fort lauderdale","jamaica,montego bay"
"united states,fort lauderdale","united states,kansas city"
"united states,fort lauderdale","united states,orlando"
"united states,fort lauderdale","united states,chicago"
"united states,fort lauderdale","nicaragua,managua"
"united states,fort lauderdale","united states,milwaukee"
"united states,fort lauderdale","united states,minneapolis"
"united states,fort lauderdale","united states,new orleans"
"united states,fort lauderdale","united states,myrtle beach"
"united states,fort lauderdale","united states,worcester"
"united states,fort lauderdale","norway,oslo"
"united states,fort lauderdale","haiti,port-au-prince"
"united states,fort lauderdale","united states,plattsburgh"
"united states,fort lauderdale","united states,philadelphia"
"united states,fort lauderdale","united states,phoenix"
"united states,fort lauderdale","united states,pittsburgh"
"united states,fort lauderdale","panama,panama city"
"united states,fort lauderdale","united states,providence"
"united states,fort lauderdale","united states,richmond"
"united states,fort lauderdale","el salvador,san salvador"
"united states,fort lauderdale","honduras,san pedro sula"
"united states,fort lauderdale","dominican republic,santo domingo"
"united states,fort lauderdale","united states,seattle"
"united states,fort lauderdale","united states,san francisco"
"united states,fort lauderdale","costa rica,san jose"
"united states,fort lauderdale","puerto rico,san juan"
"united states,fort lauderdale","dominican republic,santiago"
"united states,fort lauderdale","united states,st. louis"
"united states,fort lauderdale","united states,newburgh"
"united states,fort lauderdale","mexico,toluca"
"united states,fort lauderdale","united states,tampa"
"united states,fort lauderdale","united states,trenton"
"united states,fort lauderdale","united states,knoxville"
"united states,fort lauderdale","canada,montreal"
"united states,fort lauderdale","canada,toronto"
"brazil,florianopolis","brazil,rio de janeiro"
"brazil,florianopolis","brazil,joacaba"
"brazil,florianopolis","brazil,porto alegre"
"brazil,florianopolis","brazil,campinas"
"brazil,florianopolis","brazil,chapeco"
"italy,florence","germany,frankfurt"
"italy,florence","switzerland,geneva"
"italy,florence","united kingdom,london"
"italy,florence","france,lyon"
"italy,florence","spain,madrid"
"italy,florence","germany,munich"
"italy,florence","france,nantes"
"italy,florence","italy,palermo"
"italy,florence","germany,stuttgart"
"italy,florence","germany,berlin"
"italy,florence","austria,vienna"
"italy,florence","switzerland,zurich"
"united states,farmington","united states,show low"
"germany,munster","germany,frankfurt"
"germany,munster","germany,munich"
"germany,munster","germany,stuttgart"
"germany,munster","switzerland,zurich"
"sierra leone,freetown","france,paris"
"sierra leone,freetown","united kingdom,london"
"sierra leone,freetown","nigeria,lagos"
"sierra leone,freetown","liberia,monrovia"
"portugal,funchal","germany,frankfurt"
"portugal,funchal","united kingdom,glasgow"
"portugal,funchal","germany,hannover"
"portugal,funchal","germany,hamburg"
"portugal,funchal","united kingdom,leeds"
"portugal,funchal","germany,leipzig"
"portugal,funchal","united kingdom,london"
"portugal,funchal","portugal,lisbon"
"portugal,funchal","united kingdom,manchester"
"portugal,funchal","germany,munich"
"portugal,funchal","portugal,porto"
"portugal,funchal","france,paris"
"portugal,funchal","portugal,ponta delgada"
"portugal,funchal","germany,stuttgart"
"portugal,funchal","germany,berlin"
"portugal,funchal","austria,vienna"
"portugal,funchal","switzerland,zurich"
"france,nimes","united kingdom,liverpool"
"france,nimes","united kingdom,london"
"united states,flint","united states,las vegas"
"united states,flint","united states,orlando"
"united states,flint","united states,minneapolis"
"united states,flint","united states,chicago"
"united states,flint","united states,tampa"
"china,fuzhou","china,haikou"
"china,fuzhou","china,hefei"
"china,fuzhou","china,hangzhou"
"china,fuzhou","hong kong,hong kong"
"china,fuzhou","china,harbin"
"china,fuzhou","china,jingdezhen"
"china,fuzhou","taiwan,kaohsiung"
"china,fuzhou","japan,osaka"
"china,fuzhou","china,kunming"
"china,fuzhou","malaysia,kuala lumpur"
"china,fuzhou","china,guiyang"
"china,fuzhou","china,guilin"
"china,fuzhou","macau,macau"
"china,fuzhou","china,nanjing"
"china,fuzhou","china,nanning"
"china,fuzhou","china,beijing"
"china,fuzhou","china,shanghai"
"china,fuzhou","taiwan,taichung"
"china,fuzhou","vietnam,ho chi minh city"
"china,fuzhou","singapore,singapore"
"china,fuzhou","china,sanya"
"china,fuzhou","china,shenzhen"
"china,fuzhou","china,qingdao"
"china,fuzhou","china,jinan"
"china,fuzhou","taiwan,taipei"
"china,fuzhou","china,tianjin"
"china,fuzhou","china,taiyuan"
"china,fuzhou","china,wuhan"
"china,fuzhou","china,wuxi"
"china,fuzhou","china,xi'an"
"china,fuzhou","china,zhuhai"
"united states,topeka","united states,chicago"
"brazil,fortaleza","brazil,rio de janeiro"
"brazil,fortaleza","brazil,sao paulo"
"brazil,fortaleza","brazil,juazeiro do norte"
"brazil,fortaleza","brazil,joao pessoa"
"brazil,fortaleza","portugal,lisbon"
"brazil,fortaleza","brazil,manaus"
"brazil,fortaleza","brazil,natal"
"brazil,fortaleza","brazil,recife"
"brazil,fortaleza","brazil,sao luis"
"brazil,fortaleza","brazil,salvador"
"brazil,fortaleza","brazil,teresina"
"brazil,fortaleza","brazil,campinas"
"germany,frankfurt","greece,chania"
"germany,frankfurt","poland,gdansk"
"germany,frankfurt","brazil,rio de janeiro"
"germany,frankfurt","russia,nizhniy novgorod"
"germany,frankfurt","brazil,sao paulo"
"germany,frankfurt","austria,graz"
"germany,frankfurt","switzerland,geneva"
"germany,frankfurt","azerbaijan,baku"
"germany,frankfurt","germany,hannover"
"germany,frankfurt","germany,hamburg"
"germany,frankfurt","vietnam,hanoi"
"germany,frankfurt","cuba,havana"
"germany,frankfurt","finland,helsinki"
"germany,frankfurt","hong kong,hong kong"
"germany,frankfurt","japan,tokyo"
"germany,frankfurt","cuba,holguin"
"germany,frankfurt","united states,washington"
"germany,frankfurt","united states,houston"
"germany,frankfurt","iran,tehran"
"germany,frankfurt","austria,innsbruck"
"germany,frankfurt","turkey,istanbul"
"germany,frankfurt","saudi arabia,jeddah"
"germany,frankfurt","united states,new york"
"germany,frankfurt","south africa,johannesburg"
"germany,frankfurt","iceland,keflavik"
"germany,frankfurt","greece,kos"
"germany,frankfurt","moldova,chisinau"
"germany,frankfurt","japan,osaka"
"germany,frankfurt","poland,krakow"
"germany,frankfurt","poland,katowice"
"germany,frankfurt","russia,samara"
"germany,frankfurt","malaysia,kuala lumpur"
"germany,frankfurt","angola,luanda"
"germany,frankfurt","united states,las vegas"
"germany,frankfurt","united states,los angeles"
"germany,frankfurt","cyprus,larnaca"
"germany,frankfurt","united kingdom,london"
"germany,frankfurt","germany,leipzig"
"germany,frankfurt","italy,milan"
"germany,frankfurt","portugal,lisbon"
"germany,frankfurt","slovenia,ljubljana"
"germany,frankfurt","austria,linz"
"germany,frankfurt","nigeria,lagos"
"germany,frankfurt","france,lyon"
"germany,frankfurt","spain,madrid"
"germany,frankfurt","united kingdom,manchester"
"germany,frankfurt","kenya,mombasa"
"germany,frankfurt","jamaica,montego bay"
"germany,frankfurt","united states,orlando"
"germany,frankfurt","oman,muscat"
"germany,frankfurt","mexico,mexico city"
"germany,frankfurt","united states,miami"
"germany,frankfurt","maldives,male"
"germany,frankfurt","france,montpellier"
"germany,frankfurt","france,marseille"
"germany,frankfurt","germany,munich"
"germany,frankfurt","italy,naples"
"germany,frankfurt","kenya,nairobi"
"germany,frankfurt","france,nice"
"germany,frankfurt","japan,nagoya"
"germany,frankfurt","china,nanjing"
"germany,frankfurt","italy,olbia"
"germany,frankfurt","portugal,porto"
"germany,frankfurt","united states,chicago"
"germany,frankfurt","norway,oslo"
"germany,frankfurt","romania,bucharest"
"germany,frankfurt","russia,novosibirsk"
"germany,frankfurt","portugal,ponta delgada"
"germany,frankfurt","china,beijing"
"germany,frankfurt","united states,philadelphia"
"germany,frankfurt","italy,palermo"
"germany,frankfurt","india,pune"
"germany,frankfurt","dominican republic,puerto plata"
"germany,frankfurt","poland,poznan"
"germany,frankfurt","croatia,pula"
"germany,frankfurt","china,shanghai"
"germany,frankfurt","brazil,recife"
"germany,frankfurt","latvia,riga"
"germany,frankfurt","saudi arabia,riyadh"
"germany,frankfurt","poland,rzeszow"
"germany,frankfurt","dominican republic,santo domingo"
"germany,frankfurt","united states,seattle"
"germany,frankfurt","united states,san francisco"
"germany,frankfurt","vietnam,ho chi minh city"
"germany,frankfurt","china,shenyang"
"germany,frankfurt","singapore,singapore"
"germany,frankfurt","puerto rico,san juan"
"germany,frankfurt","greece,thessaloniki"
"germany,frankfurt","bulgaria,sofia"
"germany,frankfurt","croatia,split"
"germany,frankfurt","brazil,salvador"
"germany,frankfurt","germany,stuttgart"
"germany,frankfurt","norway,stavanger"
"germany,frankfurt","austria,salzburg"
"germany,frankfurt","uzbekistan,tashkent"
"germany,frankfurt","montenegro,podgorica"
"germany,frankfurt","albania,tirana"
"germany,frankfurt","france,toulouse"
"germany,frankfurt","taiwan,taipei"
"germany,frankfurt","tunisia,tunis"
"germany,frankfurt","germany,berlin"
"germany,frankfurt","italy,venice"
"germany,frankfurt","austria,vienna"
"germany,frankfurt","spain,valencia"
"germany,frankfurt","lithuania,vilnius"
"germany,frankfurt","poland,warsaw"
"germany,frankfurt","namibia,windhoek"
"germany,frankfurt","poland,wroclaw"
"germany,frankfurt","canada,halifax"
"germany,frankfurt","canada,ottawa"
"germany,frankfurt","canada,montreal"
"germany,frankfurt","canada,vancouver"
"germany,frankfurt","canada,calgary"
"germany,frankfurt","canada,toronto"
"germany,frankfurt","croatia,zadar"
"germany,frankfurt","croatia,zagreb"
"germany,frankfurt","switzerland,zurich"
"guatemala,flores","guatemala,guatemala city"
"kyrgyzstan,bishkek","russia,irkutsk"
"kyrgyzstan,bishkek","turkey,istanbul"
"kyrgyzstan,bishkek","russia,krasnoyarsk"
